Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Classification
-1.012195979,1.165059838,-0.031341592,0.861724128,2.150135301,-0.640139593,3
-1.686022825,0.354552631,0.14165914,0.582124375,1.126552768,-0.739640751,3
1.243328663,0.384219033,1.066688207,1.343745938,2.130233748,-0.67624811,3
0.536539561,-0.239909534,-2.719821894,1.007857411,2.494771175,-1.127042613,3
-0.42004154,-1.523774438,-1.165233413,-0.151848317,1.148822469,-0.55980443,3
1.136281344,-0.432489401,0.15094715,-1.2854025,1.629580942,-0.794835372,3
0.292742787,0.538871632,1.234989261,0.909265003,1.159358771,0.868725131,3
-0.73837433,0.513586504,-0.31698099,0.628117019,0.824398448,0.597464137,3
0.354280046,0.850711365,-0.229533973,0.491038771,-0.051786812,-0.048256283,2
0.385137826,-0.671017571,0.085160916,-1.303488789,1.238627911,-0.328032434,3
-0.7674343,-2.74563113,0.968405347,1.624896136,1.043595476,0.996943515,3
0.918422865,0.609548752,-0.049031371,1.30379118,1.324369378,0.848104631,3
0.283355086,-0.043566294,-1.770382931,2.598303402,1.522918345,0.140027014,3
-0.117897649,0.256532212,1.127227023,1.009566477,-0.048676822,2.619682571,3
-0.062834164,-0.247908032,0.635774779,2.255845385,1.063315232,1.599090743,3
2.410615363,0.780411473,0.770249318,1.105620122,1.624465154,-1.383967887,3
1.013510971,-0.788803672,0.255355859,0.257536064,1.121568806,-0.265764315,3
1.369217587,0.030104336,-0.324060414,-1.777860754,-1.68924912,0.32035091,0
-2.696357217,0.052275733,-0.320236447,-0.542856089,0.539654572,-1.189278355,2
-0.418395058,-1.384192667,0.971538741,0.343762328,0.814423333,1.395368935,3
-0.328578539,0.413256887,0.184388616,1.321900724,-1.119927086,0.858271803,1
0.463041681,-0.619716321,0.52530301,0.925052707,0.980148458,-1.01320637,3
-0.940665776,2.031900439,2.613617699,0.431588125,1.405961596,-0.162207029,3
-0.198427929,-1.430715138,-1.39499428,0.119068059,2.432130206,-0.753841784,3
0.396281096,1.477918384,-0.491304289,0.549249314,1.024545638,1.154636951,3
0.093709808,-0.896278682,-0.86596243,2.058221929,1.522079899,0.891735906,3
1.049970854,0.431428143,-0.613476706,0.94181923,0.905357807,-0.754150244,3
1.115411847,-1.357338377,0.183299421,1.065710134,1.852399844,-0.018784662,3
-0.981426419,-1.242985986,0.803354541,0.047788386,0.942856615,0.549019477,3
0.817382142,-0.874336637,0.764016299,0.844063643,2.392233616,-1.471735677,3
-0.846633311,-1.245371482,0.36914884,1.661017938,0.544305919,-1.512764184,3
-1.158133045,0.957243516,-1.381165241,-0.520827296,0.207491557,2.106058933,3
0.528719468,0.732830543,0.471940418,1.695655157,0.244410868,-0.523964733,3
-0.583243372,-0.710627568,0.364144864,2.347191639,1.271557191,0.796507823,3
-0.475966416,0.48053559,-0.295868351,2.021916994,0.563470837,1.662615077,3
2.004213258,-0.021949323,1.826678454,0.418346291,0.527310492,0.801976253,3
0.59846485,-1.581077271,-1.813874798,0.728002808,-0.113518918,-1.560061802,1
0.09507499,-0.296052106,-0.30748282,-0.336987672,1.553526029,-1.222237648,3
0.167824477,1.49840069,-0.474997415,1.573716468,0.11213652,-0.844092856,3
-1.855984956,-0.214261288,0.526274011,0.518369335,1.327742222,1.401890123,3
-2.098258061,0.09761129,-1.814553069,1.616474523,-3.450095839,-0.12362469,1
-1.338797173,0.25582559,0.26916934,-2.636137851,2.237944447,-2.248372916,2
-0.716167718,-0.718464719,1.123850281,1.461170943,1.394528505,0.788666765,3
-1.120581891,1.045216632,0.000431305,-2.648713765,-2.237061525,-2.499638648,0
0.647512964,-0.826642781,-1.08359392,0.998284607,0.22461724,2.388147889,3
0.932200437,1.029181385,0.169189873,1.720826744,1.585990964,0.955312945,3
-0.417418681,-0.477779951,-0.793510524,-0.609837478,0.182480911,0.378815494,2
-0.032421748,0.109242851,0.746381315,1.599000816,-0.04747369,1.603395005,3
0.411394844,-0.212279788,0.623135322,0.770637669,1.398824091,-1.553559336,3
-1.406919016,0.065031861,1.635638406,1.038714372,0.703640234,1.71420937,3
0.572195145,0.11620147,-0.667236932,-0.333519998,0.725989739,1.155199215,3
-0.735535873,0.817467646,0.982887617,0.792348381,2.036678451,-0.253266577,3
-0.042732593,0.102039541,0.810341756,-1.665854564,0.500135718,1.594939697,2
-0.010193105,0.001161473,0.26081698,2.932079181,1.59187301,1.086092908,3
1.154958392,0.312887216,0.124460969,0.979671495,1.149328091,-0.997046074,3
0.17157116,-0.219366826,-0.435566988,2.528245172,1.234642663,1.149086182,3
0.214264175,0.448935645,0.705010758,1.014972583,1.550548236,0.149586612,3
-1.270650262,0.239378995,-0.400258848,1.306676803,0.956800495,-1.360195528,3
0.174967421,-0.731253986,1.899864126,2.382715679,2.530709045,0.218132648,3
0.397155223,-1.456995785,-0.614573046,1.184976037,1.910252985,-1.710369468,3
0.196291609,-0.646770729,0.942377485,-0.29029484,2.557773178,-1.590767364,3
1.209090834,0.53611876,0.550068659,2.009638009,1.039876251,2.295718037,3
-0.803010874,-0.20654625,-0.515654347,1.412962564,0.593326912,-0.433021798,3
-0.30584624,-0.296619449,0.011419272,0.495847081,-0.160914504,-0.800813442,3
0.386798532,-0.514543672,-1.207494416,-0.377196587,0.679859071,0.355969578,3
-0.105290373,-1.091652713,0.208243396,-0.077759248,1.530255637,0.325882307,3
0.353101905,-0.052471551,0.487771029,0.632541461,0.952680182,-0.776738712,3
0.538406024,1.07546087,0.94374454,-1.14346592,0.276474716,1.034010211,3
0.214787696,0.923729923,0.139730768,-0.775535533,0.079816678,0.606235629,3
-0.663794095,-0.615623989,0.417403916,0.03959454,1.005891073,0.113666127,3
0.265633946,-0.11771326,0.080471596,1.08284674,1.597139623,-0.959080435,3
-0.298471058,1.582288088,-1.369566101,2.551492562,1.04306749,0.871384286,3
0.736378901,-0.528692646,-0.781868035,1.433402505,1.616849555,-1.410136939,3
1.725760901,0.797381906,0.637788995,1.000010813,0.155139682,-1.146120277,3
0.860905087,-0.309242055,2.090998208,-1.954591411,1.56686655,-1.629102512,2
-0.947050066,-0.498866886,1.072273444,0.089012229,2.039546029,-0.515552992,3
-0.892390386,-0.081130008,-0.842101373,0.735558797,0.899678421,-0.355366047,3
0.701615594,-2.247137283,-2.057506722,1.651379433,0.426705433,1.844609112,3
-1.57229847,0.160398541,-0.652957913,0.062138147,0.491726283,1.15259209,3
-0.351224926,-0.412833654,0.505149318,-0.454921844,2.499829547,-0.49039905,3
-0.894276874,0.741669794,-0.419059706,1.580839298,1.109822335,-1.531782233,3
-0.046959375,-0.170007022,-0.331854031,1.463347626,0.768949527,1.473154871,3
0.24110101,0.45117809,-0.229714568,1.421471672,0.761038658,-1.019480156,3
0.733161527,-1.323850237,0.808714744,-2.347991592,1.857464686,-1.442188006,2
0.834091078,-0.177240823,0.487135737,0.357038741,1.236905836,-0.747098782,3
0.789248802,-0.531605627,1.343892841,1.36489477,0.584899066,1.713395528,3
0.099482858,-0.138436042,-1.060798938,0.694142963,1.502180077,0.587833167,3
-0.985718379,-0.68006474,1.902017042,1.373591492,2.492204149,-0.999972374,3
0.229418182,1.207395057,0.383010829,1.079053723,1.308957843,-1.516352581,3
0.138207984,-0.169799791,-0.246400533,2.722281197,0.153291643,3.540459234,3
-0.244754087,0.640054533,0.408903834,-0.165112188,1.208642027,-0.589142905,3
0.319394636,-0.659314566,1.559135056,1.620438501,0.50960888,-1.504074988,3
-0.492132597,-1.038401948,-1.15956793,1.601747811,1.502801064,-1.589213459,3
-0.10307295,-0.897666719,-1.319233486,2.558420531,1.600692754,0.803578552,3
1.431202609,1.221433021,-0.829094165,2.081807315,-0.976081107,-1.699359505,3
0.868056436,0.339730382,-1.545315626,0.536733595,1.947621432,0.136957273,3
0.437755939,-0.763558177,1.289653616,0.657147398,1.737500913,-1.185761683,3
1.67009258,0.860396095,-1.051362829,1.275413444,0.337961661,-1.034506824,3
-1.377322419,0.886286308,2.785392363,-1.628612607,-0.555841445,1.714087154,0
-2.416306524,0.108362603,-1.271945533,0.685186533,0.121841875,2.766280007,3
-2.138494307,0.543654671,-0.792793165,1.01517556,-0.683881371,3.533766181,3
0.945200353,0.26184047,-0.101654449,-0.428061686,1.126340507,-1.080324024,3
0.596143414,1.275859187,-0.890625883,-1.105392204,-0.127124212,0.466582445,3
-0.863933072,-0.279550866,-0.485278054,0.171615781,1.175668251,-1.130375456,3
1.245446502,-0.918730112,0.419451697,0.812838114,1.189377945,1.051354426,3
-0.525297408,-0.115426206,-0.562733464,0.379794677,0.199020922,0.588103124,3
0.098445517,0.280959089,0.159663629,0.379943385,1.181128533,0.786103105,3
-2.6150818,0.474284813,1.308295744,-0.620863692,0.899409697,-0.198292511,3
0.509873808,0.762626267,0.222394599,1.00925876,0.918631573,-1.439327232,3
1.348075832,0.767095477,-0.234219598,-1.450486195,0.31352331,2.628134794,2
-1.364674694,-0.213640697,0.694462547,0.82022138,1.346062517,0.311400146,3
-1.053291109,1.134415612,1.14710901,0.139157229,0.110174021,-0.683391393,2
1.321808862,-0.769680026,-0.25388161,-1.876320759,-0.114061893,-0.118850159,3
0.206731601,-1.355284651,-1.51237133,2.892185212,1.781310632,1.342793865,3
1.855695139,0.747098391,-0.807576901,0.309619487,0.82573664,0.989253657,3
-3.060999348,1.201687697,0.663518724,0.769598734,0.353271131,-0.67866514,3
-0.591520228,-1.350462214,-0.546337287,1.725650152,-0.074830017,-1.1227125,3
-1.092164526,-0.105003909,0.200301165,0.648844222,0.484978358,-0.845094718,3
0.178103501,-0.973359077,1.766216868,0.316564785,1.636142926,-1.259734016,3
0.409744647,0.96593788,1.653893719,3.128665979,2.515690562,0.308707111,3
-0.83388512,-1.186934534,-1.129329807,-0.773479463,0.819405975,-0.606144522,2
-0.571170904,0.49221235,-0.148033885,-0.019315683,0.353049077,1.280862762,3
-0.199343757,-0.154377205,-0.676038822,-1.772058537,1.630370183,-1.320108731,2
1.631466364,0.282123812,0.605830351,1.754300001,1.095655354,-0.711391336,3
1.67702875,-1.25574186,0.198225749,0.785485892,0.612083677,1.457894249,3
0.969426814,0.223035597,0.082454296,-0.286034518,-0.025643349,0.329514239,3
-0.280534411,0.753748184,0.473696427,0.670791838,0.149129523,1.081678782,3
1.216760371,-0.934316785,0.279754757,0.99621599,-0.138746986,-0.390133454,3
0.524979655,-1.036812945,-0.513895404,0.124580306,0.412545056,1.279672409,3
1.566585399,-0.169685484,-0.060130901,1.528070494,1.536135646,1.475206868,3
-1.191280239,-0.554945146,-0.953706705,0.618516637,1.381699625,-0.910046282,3
0.1727125,-0.82704216,0.800287163,-0.126049918,1.574165421,0.229259074,3
-0.919607657,-1.000920836,-2.636931843,1.344649631,1.910517056,-0.718868508,3
-0.544890831,0.994283752,-0.049211911,2.823749016,-0.701343217,-1.353624018,3
0.559707271,-0.654953791,-0.023490333,0.680982865,2.022917823,-1.159478492,3
0.519438489,1.240232662,0.342939,-0.021604812,2.643260056,-0.801307247,3
0.716459352,-1.056326667,-0.46370374,1.718578797,-0.297587391,2.670372321,3
-0.583835882,-0.885280117,0.708835196,2.146826179,0.005785665,-1.0608819,3
1.781804284,0.865890346,0.574740015,-0.855996928,0.649721984,-1.291733927,2
0.220624127,0.269747607,0.778349123,0.659954842,-0.254073494,-0.269509433,2
0.220605334,1.921356363,-0.610223874,0.584441838,1.140602264,-0.413330509,3
-0.032505342,0.743258024,0.765952026,-1.367190915,1.726167244,1.02489108,2
0.724128549,2.781732143,0.663187679,1.874198181,1.470655702,-1.539568425,3
0.323852194,0.728098454,0.410474612,0.812527154,0.548047562,1.638285694,3
-0.684256097,-0.058489308,-1.403990496,0.767888706,-0.149334215,0.023626538,2
-0.356999266,0.112708365,-0.062864805,1.406403521,-0.0139246,-0.802098658,3
0.54382628,0.012097936,-0.83539856,1.425003491,1.525852484,0.149320437,3
0.815337194,-0.120588276,-1.705947254,-2.267748517,-0.848790835,1.304716182,3
0.627363474,0.760470058,1.600483119,2.092223429,0.089439481,-0.291179419,3
-0.600251712,1.238693197,0.46192048,1.181478526,2.246735231,-0.7821509,3
-1.238397318,0.173683588,1.032088842,-0.503926318,0.704332267,-0.314884574,3
-0.5037462,0.483619349,-0.767795349,1.264660077,0.62062044,2.340102597,3
0.363087175,0.491572629,0.510023627,0.122324202,2.329574641,-0.842783428,3
-0.126175502,1.007376574,2.244338728,0.514777908,0.618790875,-0.929409935,3
0.124420509,-0.244290596,0.038554173,2.656109128,0.737884806,-1.568543194,3
-1.100896707,-1.436453363,-0.601508386,1.096648925,-0.059203516,-1.221566916,3
-0.287606128,-0.191317315,0.536130082,0.967426286,0.533154881,2.147247135,3
-0.200606458,1.676609292,0.043085797,1.214845694,0.158847158,-0.908312,3
0.330835928,-0.386272323,-2.156090685,1.428660617,1.474084486,1.41677755,3
0.427138764,-2.148426177,-1.058101087,0.107000896,0.298102209,-0.95383623,3
-0.419721882,0.104509542,-0.370693394,1.686458357,0.083590545,-0.38405223,3
-1.196243255,-1.675841162,-0.462575495,0.036549915,1.641326214,-0.719080204,3
0.243146461,0.550889354,0.811608244,-0.741491826,0.481498017,0.879597722,3
0.351651814,-1.004821689,-1.815897475,0.043095213,1.059081591,0.248138799,3
-0.974397887,0.376744863,-0.551993765,1.161447067,0.783912224,-1.23489721,3
-0.327593885,-0.223343813,-0.109292602,1.881044773,0.122416856,-1.418416488,3
0.068598474,-1.333505716,-1.189427207,2.335194499,0.954852584,-1.001769053,3
-2.045949074,0.05185098,1.31536966,0.924260298,2.012967143,-0.172320596,3
-0.27646599,0.67063571,0.122543614,-1.561935895,-0.109052177,1.724507719,1
-1.106320829,0.082913411,-0.013819356,-1.206465929,0.660999831,0.387681808,3
0.180249182,0.580396427,-0.814178134,1.695635093,1.109173887,1.887545461,3
0.714337626,-0.498025249,-0.131015435,2.34803934,1.601363944,1.478551093,3
1.102791497,-0.509953476,-1.417397552,-0.209150847,3.019010985,-0.659789994,3
0.769326402,-0.423673334,-0.63453037,0.382812439,0.836309533,0.361227453,3
0.267441456,-0.935823714,1.013414334,0.492725617,0.060135109,1.375607306,2
-0.301026446,1.67629872,-0.190064352,0.295992176,0.168761763,2.832006328,3
0.406299401,-1.51227704,1.332748201,1.086270955,0.434333871,-0.756977752,3
-0.501047027,-0.487146978,0.91596702,1.715030993,2.111108298,0.345056767,3
0.798398319,-1.42416335,-0.627914809,0.843167627,0.091862599,0.563704617,0
0.066227601,0.616457314,-0.505730652,-0.78523338,0.480386451,0.038664829,3
1.239749209,-0.149435551,-0.641326721,1.239795232,0.766016328,1.264673656,3
0.949790144,1.700548743,-0.349916833,0.916745564,-0.00046624,-0.481377297,3
-0.73338282,0.318345576,0.431960593,-1.810486177,1.945315796,0.936182984,2
-0.46639052,-1.244186059,-1.112988195,1.084616498,0.486567628,1.988922706,3
-0.080349425,1.064407443,-1.264417418,-0.08023421,1.987685035,-0.449464906,3
-1.333916653,-1.196494739,-1.438197206,0.150236395,1.580464758,-1.170470887,3
-3.424463293,-0.502063676,-0.561552516,1.715328551,0.170525096,2.732371298,3
0.742905274,0.961243633,0.208106188,2.286690583,1.603620957,-0.151098561,3
-2.118091541,0.536867139,-1.081971785,2.224857014,0.792208582,1.779312782,3
-0.289799085,0.151654795,-2.054704928,-0.441716768,0.852334606,-0.327536945,3
1.306022224,0.969686424,-1.294277217,1.954838469,1.503393375,1.682302766,3
0.981093827,0.798510107,0.929599987,2.352755818,-1.176343117,-1.153516666,3
-1.593590343,-0.692416334,-0.564726363,2.696411017,0.899511277,-1.486047369,3
0.1796196,0.128207012,-1.153175364,0.177344665,0.782846847,0.69086873,3
-0.555488013,-0.593715726,-2.539736479,0.080713363,3.280973445,-0.780611308,3
-0.180992978,0.001301907,0.82481723,0.395465284,1.432390802,-1.182466289,3
0.487741513,0.454436158,2.010773782,-1.763513692,-0.211555739,0.948521891,3
0.438743802,-0.257381357,0.580017211,0.375449146,1.696003953,-0.181370697,3
0.667578909,-0.600942749,-0.552890619,0.152727453,0.127693933,1.032344767,3
1.015017348,-0.602375572,-0.037239002,2.561010521,-0.859324221,0.406349541,1
0.831351818,0.756032799,0.848372703,0.870806319,0.285005393,2.322320174,3
-0.291841364,-1.611924325,0.257380059,2.219311155,1.804592086,-1.121435534,3
-1.09216082,-0.065145565,2.160406096,0.754663866,1.927330733,-0.541331035,3
-1.435298097,-0.520885388,-0.256554193,1.299039307,-1.383429083,-0.666977637,1
0.185487994,0.836879481,0.870550727,2.357818593,1.110897267,2.012766108,3
-0.660100008,-0.705221711,-0.051509169,1.286360869,0.536627788,-1.439972868,3
-0.116030879,0.825661785,1.030190069,1.085542281,1.005641128,-1.348094474,3
-2.052458922,0.863330198,1.64899004,-1.364584309,0.075558993,1.978321861,2
0.288937269,0.926906496,-0.126023176,3.621530816,2.271386829,1.34763426,3
0.398186574,1.075824398,0.046518531,-0.916285093,1.363472255,0.659290658,3
-0.754150106,0.693652724,-1.575225811,0.093102025,0.89646269,0.236004984,3
-0.294530446,-0.02513736,-0.450339007,1.575751163,-0.363623109,-1.297008342,3
0.737807727,-0.665343902,1.578532015,0.823815213,-0.714165311,-0.220571313,2
-0.094285928,-0.112821966,0.763153888,0.92490336,1.37134373,-1.138013869,3
0.346694292,-0.200851335,0.386094073,1.10586134,0.535403211,0.484059242,3
0.710719695,0.652403006,-1.229333027,1.547965115,1.650797722,-1.059730843,3
0.317479363,-0.000327901,-0.9019513,-0.679852167,2.226090041,-0.696963773,3
0.001614318,-1.299813514,-1.263548254,2.119182792,-0.010165137,-0.986541619,3
-0.37905437,0.385492066,-0.020520069,0.875645624,0.680184292,1.85601044,3
-1.411597267,-1.569104794,-0.33134262,0.084377021,1.81201722,-0.928056952,3
-0.536671174,0.433234156,-0.188015542,1.221349329,0.922698164,-0.705009072,3
1.001634436,-0.21083642,0.50191841,1.317487365,1.632096388,2.002809967,3
-0.156731566,-0.646739683,1.065607197,3.389390377,2.164099629,1.070346137,3
-0.813591734,-0.13391305,-0.70581908,2.297654727,1.17733805,1.802337275,3
1.058747942,-1.492453486,-0.802981359,1.845532095,1.442208698,-1.076472251,3
1.141544951,-0.022753796,1.017645441,1.991232134,0.385337834,2.722173077,3
0.361083723,0.458354432,-0.143236451,0.467887777,0.804771538,0.639903293,3
-0.898286542,-1.646310935,1.07321821,1.830089692,0.906961464,-1.347362316,3
1.71907157,-0.184691836,-1.865643778,0.656738803,1.245206161,-0.971951431,3
0.119869179,0.180682099,0.003865716,-0.222115988,-0.201750997,1.430634061,1
-0.990941529,1.473503427,0.670394167,2.425239002,-0.197158832,-1.355587908,3
2.414854391,0.342554846,-0.382999333,2.307358492,-0.361823736,-0.936052923,3
0.442614925,0.435957587,-1.102937645,2.035426544,0.251574377,2.407041649,3
-0.097955299,0.893948871,-1.063739315,-0.333445095,-1.210799102,2.389106592,3
2.512388304,0.907169975,-1.572219584,2.230182519,-0.492837116,-0.346422409,3
1.810246713,2.554858313,-0.353276951,0.066717792,0.900917835,-0.589193764,3
-3.069885718,0.858239461,-0.322618499,2.464210532,0.783818897,3.013397268,3
-0.205768161,0.857427219,-2.630361851,-0.39883171,2.010948407,-0.589059402,3
0.184774029,-0.5612296,1.193720446,-1.982383871,1.030095694,0.298861098,2
-1.310581064,0.209004484,-0.946517204,0.70336307,1.220746474,0.199071628,3
-0.501155375,0.639126256,0.987246971,-4.037026714,2.016229751,1.941577984,2
1.023269465,0.199609034,-0.555310884,0.565135306,0.818928877,-0.177020092,3
1.640101723,0.829491091,1.081612568,0.887157435,-0.026762899,-0.766165134,3
0.428598181,-0.039463519,0.719557644,0.595671403,0.963133185,-0.463328699,3
0.600309064,-0.73623838,0.498793005,3.1136413,1.641077457,0.935530843,3
-1.883592159,0.253597446,1.148257662,1.214262565,1.352226637,-1.154129281,3
-0.714902139,-0.744388577,-0.679539777,0.015586929,1.254174767,-1.253694213,3
0.832747261,-1.219839179,1.964988901,0.315583498,-0.517285743,-2.727605341,1
1.244437851,-0.13431826,-1.274747334,0.97750313,-1.367677126,-1.020964483,1
-0.412356291,-0.376561251,-0.675616305,-2.65389058,2.21742446,-0.216512616,2
-1.304374695,0.892363152,0.479617255,0.61864619,0.707803226,-0.773637197,3
